"","admin_name","ipum1991","upaz1991","parent","area91","A","admin_name.1","ipum2001","upaz2001","parent.1","area01","B","A_intersect_B","A_intersect_B_perimeter","A_union_B","metric_1","metric_2","metric_3","metric_4","metric_5","pair","ipum2011","upaz2011","area11"
"482.5","kafrul",NA,NA,"030026",NA,7523497.37141167,"pallabi","030026030","302630","030026",7523497.37141167,6165505.67982897,0,0,13689003.0512406,0,0,0,0,NA,"01_11","030026064","302664",6165505.67982897
"483.4...6193","pallabi",NA,NA,"030026",NA,13206384.9964983,"pallabi","030026064","302664","030026",13206384.9964983,6165505.67982897,6165505.67979382,163262697.237871,13206384.9965335,6165505.67979382,0.466857938899419,0.999999999994299,0.466857938900662,0.0377643257406852,"01_11","030026064","302664",6165505.67982897
"484.3...6194","mirpur",NA,NA,"030026",NA,11219181.4565187,"pallabi","030026048","302648","030026",11219181.4565187,6165505.67982897,1.06367469409644e-05,5849201.50547507,17384687.136337,1.06367469409644e-05,6.11845750087259e-13,1.72520268301164e-12,9.4808582802484e-13,1.81849555550583e-12,"01_11","030026064","302664",6165505.67982897
"99.10...6195","savar",NA,NA,"030026",NA,334873346.600517,"shah ali","030026072","302672","030026",334873346.600517,7040879.31662355,2.70828604698181e-06,1577509.38632013,341914225.917138,2.70828604698181e-06,7.92095163550801e-15,3.84651678461174e-13,8.08749359862499e-15,1.71681136763278e-12,"01_11","030026074","302674",7040879.31662355
"466.10","uttara, bimanbandar thana",NA,NA,"030026",NA,75673506.8687247,"shah ali","030026095","302695","030026",75673506.8687247,7040879.31662355,6.24713720753789e-06,4143406.27127844,82714386.185342,6.24713720753789e-06,7.55266102505994e-14,8.87266622052216e-13,8.25538218861083e-14,1.50772982385103e-12,"01_11","030026074","302674",7040879.31662355
"483.5...6197","pallabi",NA,NA,"030026",NA,13206384.9964983,"shah ali","030026064","302664","030026",13206384.9964983,7040879.31662355,7040879.31659338,149391429.3108,13206384.9965285,7040879.31659338,0.533142061089707,0.999999999995715,0.533142061090925,0.047130410018002,"01_11","030026074","302674",7040879.31662355
"484.4...6198","mirpur",NA,NA,"030026",NA,11219181.4565187,"shah ali","030026048","302648","030026",11219181.4565187,7040879.31662355,2.13735058875835e-05,23001771.0594905,18260060.7731209,2.13735058875835e-05,1.17050573670849e-12,3.03563019992696e-12,1.90508603238295e-12,9.29211313002997e-13,"01_11","030026074","302674",7040879.31662355
"480.11","tejgaon",NA,NA,"030026",NA,13985744.8268159,"mirpur","030026090","302690","030026",13985744.8268159,6500896.00827366,7.47106969356537e-06,2845121.38165885,20486640.8350821,7.47106969356537e-06,3.64680073893404e-13,1.14923691811974e-12,5.34191763547732e-13,2.62592300691556e-12,"01_11","030026048","302648",6500896.00827366
"482.6","kafrul",NA,NA,"030026",NA,7523497.37141167,"mirpur","030026030","302630","030026",7523497.37141167,6500896.00827366,0,0,14024393.3796853,0,0,0,0,NA,"01_11","030026048","302648",6500896.00827366
"483.6","pallabi",NA,NA,"030026",NA,13206384.9964983,"mirpur","030026064","302664","030026",13206384.9964983,6500896.00827366,1.54869630932808e-05,17416145.6094506,19707281.0047565,1.54869630932808e-05,7.85849813048432e-13,2.38228131530955e-12,1.17268753692908e-12,8.89230225824309e-13,"01_11","030026048","302648",6500896.00827366
"484.5","mirpur",NA,NA,"030026",NA,11219181.4565187,"mirpur","030026048","302648","030026",11219181.4565187,6500896.00827366,6500896.0082493,179119039.281734,11219181.456543,6500896.0082493,0.57944476907074,0.999999999996253,0.579444769071998,0.0362937186036607,"01_11","030026048","302648",6500896.00827366
"99.11...6203","savar",NA,NA,"030026",NA,334873346.600517,"darus salam","030026072","302672","030026",334873346.600517,4718285.4482241,7.83801078796387e-06,8881094.02998271,339591632.048734,7.83801078796387e-06,2.30806947175867e-14,1.66119894058423e-12,2.3405896191894e-14,8.82550140951399e-13,"01_11","030026011","302611",4718285.4482241
"464.5...6204","mohammadpur",NA,NA,"030026",NA,12139254.9910118,"darus salam","030026050","302650","030026",12139254.9910118,4718285.4482241,2.35039075890514e-05,25195279.4730926,16857540.4392123,2.35039075890514e-05,1.39426671843414e-12,4.98145096284879e-12,1.9361902856851e-12,9.32869493039456e-13,"01_11","030026011","302611",4718285.4482241
"483.7","pallabi",NA,NA,"030026",NA,13206384.9964983,"darus salam","030026064","302664","030026",13206384.9964983,4718285.4482241,2.98023223876953e-07,194660.761283607,17924670.4447221,2.98023223876953e-07,1.66264269569712e-14,6.31634578168909e-14,2.25666012278132e-14,1.53098766239157e-12,"01_11","030026011","302611",4718285.4482241
"484.6","mirpur",NA,NA,"030026",NA,11219181.4565187,"darus salam","030026048","302648","030026",11219181.4565187,4718285.4482241,4718285.44819218,153271216.242021,11219181.4565506,4718285.44819218,0.420555230919925,0.999999999993234,0.420555230921121,0.0307838977459527,"01_11","030026011","302611",4718285.4482241
"99.12","savar",NA,NA,"030026",NA,334873346.600517,"adabor","030026072","302672","030026",334873346.600517,3387087.28103728,2.30222940444946e-06,574369.560875941,338260433.881552,2.30222940444946e-06,6.80608541185644e-15,6.79707729215769e-13,6.87492578260006e-15,4.00827195810734e-12,"01_11","030026002","302602",3387087.28103728
"464.6...6208","mohammadpur",NA,NA,"030026",NA,12139254.9910118,"adabor","030026050","302650","030026",12139254.9910118,3387087.28103728,3387087.28102994,91156901.7265078,12139254.9910191,3387087.28102994,0.279019370096088,0.999999999997833,0.279019370096257,0.0371566740079868,"01_11","030026002","302602",3387087.28103728
"480.12","tejgaon",NA,NA,"030026",NA,13985744.8268159,"adabor","030026090","302690","030026",13985744.8268159,3387087.28103728,7.96280801296234e-08,13917.3819547389,17372832.1078531,7.96280801296234e-08,4.58348297130142e-15,2.35093085954483e-14,5.69351730034045e-15,5.72148414037813e-12,"01_11","030026002","302602",3387087.28103728
"484.7","mirpur",NA,NA,"030026",NA,11219181.4565187,"adabor","030026048","302648","030026",11219181.4565187,3387087.28103728,4.85877425372943e-06,2301007.51090798,14606268.7375511,4.85877425372943e-06,3.32649928673301e-13,1.43449927639345e-12,4.33077428381047e-13,2.11158556879815e-12,"01_11","030026002","302602",3387087.28103728
"115.6...6211","boalmari",NA,NA,"030029",NA,358327796.924425,"saltha","030029018","302918","030029",358327796.924425,191165364.584861,0.000197713638651203,2331556567.91973,549493161.509088,0.000197713638651203,3.59810917588521e-13,1.03425450044553e-12,5.51767516637574e-13,8.47989885261962e-14,"01_11","030029090","302990",191165364.584861
"117.8...6212","faridpur sadar",NA,NA,"030029",NA,367861210.442141,"saltha","030029047","302947","030029",367861210.442141,191165364.584861,0,0,559026575.027002,0,0,0,0,NA,"01_11","030029090","302990",191165364.584861
"119.8...6213","nagarkanda",NA,NA,"030029",NA,396196487.966584,"saltha","030029062","302962","030029",396196487.966584,191165364.584861,191165364.584573,7356628060.67966,396196487.966872,191165364.584573,0.482501411270858,0.999999999998492,0.482501411271208,0.0259854600515051,"01_11","030029090","302990",191165364.584861
"139.6...6214","kashiani",NA,NA,"030035",NA,296753784.986437,"saltha","030035043","303543","030029",296753784.986437,191165364.584861,0,0,487919149.571298,0,0,0,0,NA,"01_11","030029090","302990",191165364.584861
"141.6","muksudpur",NA,NA,"030035",NA,335316220.916565,"saltha","030035058","303558","030029",335316220.916565,191165364.584861,0,0,526481585.501426,0,0,0,0,NA,"01_11","030029090","302990",191165364.584861
"121.4...6216","chhagalnaiya",NA,NA,"020030",NA,235949207.092032,"fulgazi","020030014","203014","020030",235949207.092032,86724224.8056349,86724224.8055484,3175884083.35933,235949207.092118,86724224.8055484,0.36755463548428,0.999999999999002,0.367554635484415,0.0273071127689946,"01_11","020030041","203041",86724224.8056349
"123.7","feni sadar",NA,NA,"020030",NA,207715690.749141,"fulgazi","020030029","203029","020030",207715690.749141,86724224.8056349,0,0,294439915.554776,0,0,0,0,NA,"01_11","020030041","203041",86724224.8056349
"124.1...6218","parshuram",NA,NA,"020030",NA,100927005.876102,"fulgazi","020030051","203051","020030",100927005.876102,86724224.8056349,0,0,187651230.681737,0,0,0,0,NA,"01_11","020030041","203041",86724224.8056349
"6.5...6219","morrelganj",NA,NA,"040001",NA,429282034.507677,"mongla","040001060","400160","040001",429282034.507677,1473049385.40676,2.78909043021129e-05,238074784.503973,1902331419.91441,2.78909043021129e-05,1.46614328135145e-14,6.49710494735696e-14,1.893412710967e-14,1.1715186200934e-13,"01_11","040001058","400158",1473049385.40676
"7.6...6220","rampal",NA,NA,"040001",NA,323801124.509414,"mongla","040001073","400173","040001",323801124.509414,1473049385.40676,3.63101506398719e-05,386377406.200258,1796850509.91614,3.63101506398719e-05,2.02076635977728e-14,1.12137197469233e-13,2.46496492239771e-14,9.39758641607849e-14,"01_11","040001058","400158",1473049385.40676
"190.5","dacope",NA,NA,"040047",NA,943428309.503142,"mongla","040047017","404717","040001",943428309.503142,1473049385.40676,20.2675444749184,6548265.35907504,2416477674.64236,20.2675444749184,8.38722603879135e-09,2.14828665525124e-08,1.37589035885051e-08,3.09510127698631e-06,"01_11","040001058","400158",1473049385.40676
"363.2...6222","sarankhola",NA,NA,"040001",NA,541503528.695631,"mongla","040001077","400177","040001",541503528.695631,1473049385.40676,0,0,2014552914.1024,0,0,0,0,NA,"01_11","040001058","400158",1473049385.40676
"485.4","mongla",NA,NA,"040001",NA,1473049385.40676,"mongla","040001058","400158","040001",1473049385.40676,1473049385.40676,1473049385.40677,121974618960.954,1473049385.40676,1473049385.40677,1.00000000000001,1,1,0.0120766877400808,"01_11","040001058","400158",1473049385.40676
"163.5","abhaynagar",NA,NA,"040041",NA,240636697.021819,"khan jahan ali","040041004","404104","040047",240636697.021819,17838692.6016888,0,0,258475389.623508,0,0,0,0,NA,"01_11","040047048","404748",17838692.6016888
"191.1...6225","daulatpur",NA,NA,"040047",NA,18608242.5626128,"khan jahan ali","040047021","404721","040047",18608242.5626128,17838692.6016888,0,0,36446935.1643015,0,0,0,0,NA,"01_11","040047048","404748",17838692.6016888
"486.2","khan jahan ali",NA,NA,"040047",NA,17838692.6016888,"khan jahan ali","040047048","404748","040047",17838692.6016888,17838692.6016888,17838692.6016891,403624390.838458,17838692.6016885,17838692.6016891,1.00000000000004,1.00000000000002,1.00000000000002,0.0441962701129939,"01_11","040047048","404748",17838692.6016888
"487.4","dighalia",NA,NA,"040047",NA,58966862.4900688,"khan jahan ali","040047040","404740","040047",58966862.4900688,17838692.6016888,0,0,76805555.0917575,0,0,0,0,NA,"01_11","040047048","404748",17838692.6016888
"490.8","dumuria",NA,NA,"040047",NA,444256382.57258,"khan jahan ali","040047030","404730","040047",444256382.57258,17838692.6016888,4.93033817280358e-05,40912245.4581215,462095075.17422,4.93033817280358e-05,1.06695319592937e-13,2.76384502098367e-12,1.10979568695292e-13,1.20510084880341e-12,"01_11","040047048","404748",17838692.6016888
"503.2","phultala",NA,NA,"040047",NA,59478473.0679789,"khan jahan ali","040047069","404769","040047",59478473.0679789,17838692.6016888,0,0,77317165.6696677,0,0,0,0,NA,"01_11","040047048","404748",17838692.6016888
"163.6","abhaynagar",NA,NA,"040041",NA,240636697.021819,"dighalia","040041004","404104","040047",240636697.021819,58966862.4900688,0,0,299603559.511888,0,0,0,0,NA,"01_11","040047040","404740",58966862.4900688
"191.2...6231","daulatpur",NA,NA,"040047",NA,18608242.5626128,"dighalia","040047021","404721","040047",18608242.5626128,58966862.4900688,0,0,77575105.0526815,0,0,0,0,NA,"01_11","040047040","404740",58966862.4900688
"196.4...6232","terokhada",NA,NA,"040047",NA,189672795.122358,"dighalia","040047094","404794","040047",189672795.122358,58966862.4900688,0,0,248639657.612427,0,0,0,0,NA,"01_11","040047040","404740",58966862.4900688
"273.7","kalia",NA,NA,"040065",NA,283743883.180934,"dighalia","040065028","406528","040047",283743883.180934,58966862.4900688,0,0,342710745.671003,0,0,0,0,NA,"01_11","040047040","404740",58966862.4900688
"486.3","khan jahan ali",NA,NA,"040047",NA,17838692.6016888,"dighalia","040047048","404748","040047",17838692.6016888,58966862.4900688,0,0,76805555.0917575,0,0,0,0,NA,"01_11","040047040","404740",58966862.4900688
"487.5","dighalia",NA,NA,"040047",NA,58966862.4900688,"dighalia","040047040","404740","040047",58966862.4900688,58966862.4900688,58966862.4900687,1376523389.26214,58966862.4900688,58966862.4900687,0.999999999999997,0.999999999999999,0.999999999999999,0.0428375303682103,"01_11","040047040","404740",58966862.4900688
"489.3","khalishpur",NA,NA,"040047",NA,16613354.0431549,"dighalia","040047045","404745","040047",16613354.0431549,58966862.4900688,0,0,75580216.5332236,0,0,0,0,NA,"01_11","040047040","404740",58966862.4900688
"192.3...6237","khulna sadar",NA,NA,"040047",NA,19126091.2895379,"sonadanga","040047051","404751","040047",19126091.2895379,8467141.52792861,0,0,27593232.8174665,0,0,0,0,NA,"01_11","040047085","404785",8467141.52792861
"195.6...6238","rupsa",NA,NA,"040047",NA,86777272.5252989,"sonadanga","040047075","404775","040047",86777272.5252989,8467141.52792861,0,0,95244414.0532275,0,0,0,0,NA,"01_11","040047085","404785",8467141.52792861
"196.5...6239","terokhada",NA,NA,"040047",NA,189672795.122358,"sonadanga","040047094","404794","040047",189672795.122358,8467141.52792861,0,0,198139936.650287,0,0,0,0,NA,"01_11","040047085","404785",8467141.52792861
"488.3","sonadanga",NA,NA,"040047",NA,8467141.52792861,"sonadanga","040047085","404785","040047",8467141.52792861,8467141.52792861,8467141.52792868,217880471.292546,8467141.52792854,8467141.52792868,1.00000000000002,1.00000000000001,1.00000000000001,0.0388614063376058,"01_11","040047085","404785",8467141.52792861
"489.4","khalishpur",NA,NA,"040047",NA,16613354.0431549,"sonadanga","040047045","404745","040047",16613354.0431549,8467141.52792861,0,0,25080495.5710835,0,0,0,0,NA,"01_11","040047085","404785",8467141.52792861
"490.9","dumuria",NA,NA,"040047",NA,444256382.57258,"sonadanga","040047030","404730","040047",444256382.57258,8467141.52792861,2.96980142593384e-05,40633440.6946404,452723524.100479,2.96980142593384e-05,6.55985666270505e-14,3.50744276109953e-12,6.68488184398487e-14,7.30876188470439e-13,"01_11","040047085","404785",8467141.52792861
"191.3...6243","daulatpur",NA,NA,"040047",NA,18608242.5626128,"khalishpur","040047021","404721","040047",18608242.5626128,16613354.0431549,0,0,35221596.6057676,0,0,0,0,NA,"01_11","040047045","404745",16613354.0431549
"195.7","rupsa",NA,NA,"040047",NA,86777272.5252989,"khalishpur","040047075","404775","040047",86777272.5252989,16613354.0431549,0,0,103390626.568454,0,0,0,0,NA,"01_11","040047045","404745",16613354.0431549
"196.6...6245","terokhada",NA,NA,"040047",NA,189672795.122358,"khalishpur","040047094","404794","040047",189672795.122358,16613354.0431549,0,0,206286149.165513,0,0,0,0,NA,"01_11","040047045","404745",16613354.0431549
"487.6","dighalia",NA,NA,"040047",NA,58966862.4900688,"khalishpur","040047040","404740","040047",58966862.4900688,16613354.0431549,0,0,75580216.5332236,0,0,0,0,NA,"01_11","040047045","404745",16613354.0431549
"488.4","sonadanga",NA,NA,"040047",NA,8467141.52792861,"khalishpur","040047085","404785","040047",8467141.52792861,16613354.0431549,0,0,25080495.5710835,0,0,0,0,NA,"01_11","040047045","404745",16613354.0431549
"489.5","khalishpur",NA,NA,"040047",NA,16613354.0431549,"khalishpur","040047045","404745","040047",16613354.0431549,16613354.0431549,16613354.0431548,307995799.754991,16613354.0431549,16613354.0431548,0.999999999999991,0.999999999999996,0.999999999999996,0.0539401967701204,"01_11","040047045","404745",16613354.0431549
"490.10","dumuria",NA,NA,"040047",NA,444256382.57258,"khalishpur","040047030","404730","040047",444256382.57258,16613354.0431549,9.14931297302246e-06,6048587.82864293,460869736.615726,9.14931297302246e-06,1.98522754828902e-14,5.50720399339965e-13,2.05946686011375e-14,1.51263621066989e-12,"01_11","040047045","404745",16613354.0431549
"163.7","abhaynagar",NA,NA,"040041",NA,240636697.021819,"dumuria","040041004","404104","040047",240636697.021819,444256382.57258,2.67056748270988e-05,46160931.7148025,684893079.594373,2.67056748270988e-05,3.89924728731604e-14,1.10979227846854e-13,6.01132046149856e-14,5.78534137744345e-13,"01_11","040047030","404730",444256382.57258
"168.4...6251","keshabpur",NA,NA,"040041",NA,262842510.795095,"dumuria","040041038","404138","040047",262842510.795095,444256382.57258,0.000148384812584725,1263388868.56078,707098893.367527,0.000148384812584725,2.09850155298715e-13,5.64538864492898e-13,3.34007159841947e-13,1.17449833758439e-13,"01_11","040047030","404730",444256382.57258
"169.6","manirampur",NA,NA,"040041",NA,438518006.307934,"dumuria","040041061","404161","040047",438518006.307934,444256382.57258,1.21966331490201e-05,5385726.67655551,882774388.880503,1.21966331490201e-05,1.3816251697659e-14,2.78133006480364e-14,2.74540414667593e-14,2.26462163446077e-12,"01_11","040047030","404730",444256382.57258
"189.7","batiaghata",NA,NA,"040047",NA,248510410.516698,"dumuria","040047012","404712","040047",248510410.516698,444256382.57258,7.55628798131103e-06,61531145.6555598,692766793.089271,7.55628798131103e-06,1.09074049978855e-14,3.04063236851935e-14,1.70088450672434e-14,1.22804279049341e-13,"01_11","040047030","404730",444256382.57258
