"name","bgmea_num","capacity","product_type","machine","fac_type","upazila","Latitude","Longitude","fac_ad","date_est","machine_pred","predicted_date","exist91","exist01"
"orbitex knitwear ltd",952,"100000","Jackets, Trousers, Jogging Suits",264,"0.5","Savar",23.9003712,90.3272255,"Gorat,Ashulia,Savar,Dhaka",1992,0,0,0,1
"orchid fashions ltd",2561,"240000","T-Shirts, Under Wears",230,"0","Double Mooring",22.3276213,91.8157216,"Jahan Building # 6 (1st Floor),93, Agrabad C/A,Chittagong",1997,0,0,0,1
"orchid garments ltd",472,"60000","Shirts, Dresses, Shorts",139,"0","Tejgaon Ind. Area",23.7713698,90.4117668,"247/248 (West) Tejgaon I/A,Tejgaon,Dhaka",1985,0,0,1,1
"orchid sweater ltd",2850,"36000","Sweaters",225,"1","Chandgaon",22.3951524,91.8824544,"B-8/A-B, FIDC Road,BSCIC I/A,Kalurghat,Chittagong",1998,0,0,0,1
"orient dresses ltd",1227,"50000","Jackets, Pants,Shorts, Jopgging |suite",300,"0","Kafrul",23.7939245,90.3876727,"284, Ibrahimpur, Khan Mansion,Kachukhet,Cantonment,Dhaka",1992,0,0,0,1
"oriental excellence ltd",1264,"192000","Shirts, Jackets,Short,Pant",134,"0","Tejgaon Ind. Area",23.7749259,90.3980577,"H.S.H. Complex (7th floor),KA-15/6, Rasulbagh,Mohakhali,Dhaka",1992,0,0,0,1
"oriental knitwears ltd",844,"90000","Knitted Garments, Polo Shirts, Children Infants",60,"1","Kafrul",23.8082361,90.381683,"Plot # 24, Road # 1, Section # 1,Kalwalapara,Mirpur,Dhaka",1991,0,0,1,1
"ornob fashions wear ltd",3161,NA,"Shirts, Blouses, Shorts,",185.238576627578,"0","Gazipur Sadar",23.9536525,90.3779118,"Bade Kalmeshwar,K.B. Bazar,Gazipur",2000,1,0,0,1
"ornob garments ltd",260,"15000","Shirts, Blouses, Children Wears",250,"0","Tejgaon",23.7576827,90.3918029,"121, Airport Road,East Tejturi Bazar,Farmgate,Dhaka",1985,0,0,1,1
"osaka fashions wears ltd",3184,"45000","Shirts",999,"0","Pallabi",23.808633,90.3577148,"Inds. Plot # 75, Road # 5,Rupnagar I/A, Section # 2,Mirpur,Dhaka",2000,0,0,0,1
"otobi apparels pvt ltd",1800,"10200","Gowns, Jackets, Jogging Suit",110,"1","Lalbagh",23.7194375,90.3906969,"83, Haranath Ghosh Road,Lalbagh,Dhaka",1994,0,0,0,1
"outfit fashions ltd",3133,"24000","Jackets, Jogging Suits, Pants",120,"0","Kafrul",23.7915521,90.3753428,"970, Shewrapara,Rokeya Sharani,Mirpur,Dhaka",2000,0,0,0,1
"outright fashions ltd",2207,"40000","Sports Wears, Outer Wears, Pants, Shirts",250,"0","Kafrul",23.792345,90.3752152,"965, Shewrapara,Rokeya Sarani,Mirpur,Dhaka",1995,0,0,0,1
"overseas garments inds pvt ltd",41,"30000","Jogging Suits, Denim Jackets, Denim Shirts",90,"0","Gulshan",23.791161,90.4002036,"H-82, New Airport Road,(6th floor),Banani,Dhaka",1984,0,0,1,1
"pacific jeans ltd",1860,"50000","Shirts, Overalls",2500,"0","Patenga",22.2929379,91.7766205,"Plot # 14-19, Sector # 5,CEPZ,Chittagong",1994,0,0,0,1
"pacific sweaters ltd",1423,"96000","Sweaters",581,"1","Narayanganj Sadar",23.6224867,90.4997988,"231/6, B.B. Road,Chashara,Narayanganj",1993,0,0,0,1
"paddocks jeans ltd",2084,"72000","x",185.238576627578,"0","Savar",23.9473238,90.2817309,"SFB # 6, Ground Floor,DEPZ, Ganakbari,Savar,Dhaka",1995,1,0,0,1
"padma polycotton knit fabrics ltd",2413,"570000","T-Shirt, Polo Shirts,",212,"1","Tejgaon Ind. Area",23.7704102,90.4073114,"131, Tejgaon I/A,Tejgaon,Dhaka",1996,0,0,0,1
"padma satel arab apparels ltd",682,"80000","Shirts, Fleece Jackets, Polo Shirts",160,"1","Mirpur",23.7913956,90.3536622,"1/B North-East Darus Salam Road, Sec-1,Mirpur Houseing Estate,Mirpur,Dhaka",1984,0,0,1,1
"padma satel arab fashions ltd",2371,"90000","Fleece Jackets, Polo Shirts, pants",182,"0","Gazipur Sadar",23.9366188,90.3916461,"Luna Complex (6th Fl),Joy Bangla Road, Baro Bari,Khailkur,Gazipur",1996,0,0,0,1
"padma wears ltd",2619,"36000","Jackets, Overalls, Trousers",200,"0","Patenga",22.2929379,91.7766205,"Plot # 25, Sector # 1,CEPZ,Chittagong",1998,0,0,0,1
"paff apparels ltd",2137,"131000","Shirts, Jackets, Pants",154,"0","Kotwali",22.3359897,91.846723,"Nabi Super Market,232, Khatunganj,Chittagong",1994,0,0,0,1
"pal apparels industries",686,"40000","x",60,"0","Mohammadpur",23.7626462,90.3644459,"26/9, Sher Shah Suri Road,Mohammadpur,Dhaka",1987,0,0,1,1
"palash garments ltd",742,"45000","Shirts, Jackets, Ladies Dresses",100,"0","Mohammadpur",23.7661639,90.3588734,"1, Haji Dilgoni Market,Mohammadpur,Dhaka",1990,0,0,1,1
"palmal garments hosiery ltd",1788,"72000","ts,ps,jo",220,"0","Uttara",23.8654003,90.3972052,"F1 # 35, Uttara Model Town,Sector # 3,Uttara,Dhaka",1994,0,0,0,1
"palmal garments ltd",161,"48000","Jackets, Shortalls, Night Wears",169,"0","Ramna",23.7485655,90.4031597,"2, New Eskaton Road,Banglamotor,Dhaka",1984,0,0,1,1
"palmal styles ltd ",2452,"50000","Shirts, Fashion Wears, Trousers",172,"0","Uttara",23.8654003,90.3972052,"F # 32, Sector # 3,Uttara,Dhaka",1997,0,0,0,1
"paltan export house ltd",2111,"360000","Jackets, Torusers, Jogging suits",90,"0","Kotwali",23.7085598,90.4048596,"7/1, Ahsanullah Road,Wise Ghat,Old Dhaka,Dhaka",1995,0,0,0,1
"panache knitted creations ltd",2237,"48000","Sweaters",300,"1","Gazaria",23.5798241,90.6408347,"Gazaria Para,Rajendrapur,Gazipur",1995,0,0,0,1
"pandemic fashions ltd",2132,"300000","Knitted Garments",119,"1","Narayanganj Sadar",23.6211857,90.489172,"191, Masdair,Fatullah,Narayanganj",1995,0,0,0,1
"pandora fashions ltd",3048,"x","sweaters",220,"1","Gazipur Sadar",23.9999405,90.4202724,"Badekalemashwar, Signboard,K.B. Bazar,Gazipur",2000,0,0,0,1
"panorama apparels ltd",999,"90000","Shirts, Ladies Blouses",168,"0","Gulshan",23.7873041,90.4025051,"H # 79, Block # L (5th floor), Zia Int'l,Airport Road, Chairmanbari,Banani,Dhaka",1992,0,0,0,1
"panorama garments ltd",609,"150000","Shirts Ladies Blkouses, Dreses",221,"0","Adabor",23.7716209,90.3598492,"39/A/1, Borabo,Ring Road,Shamoli,Dhaka",1984,0,0,1,1
"pantex ltd",1884,"180000","Ladies Shirts, t-Shirts, Sports Wears",216,"1","Pallabi",23.8223486,90.3654204,"Plot # 15, Block # A, Section # 1,Kollowala Para,Mirpur,Dhaka",1994,0,0,0,1
"panwin fashions ltd",2932,"72000","Jackets, Overalls, Pants",231,"0","Mirpur",23.7960858,90.3520764,"78/A, South Bishil (7th Floor),Section # 1,Mirpur,Dhaka",1999,0,0,0,1
"paradise dresses ltd",2481,"30000","Jackets, Ladies Blouses, Jogging suits",120,"0","Narayanganj Sadar",23.6240067,90.4938792,"21/7A, New Chashara Road,Jamtala,Narayanganj",1997,0,0,0,1
"paradise fashions pvt ltd",415,"75000","Pedding Jackets, Pants, Jogging Suits",262,"0","Narayanganj Sadar",23.6240067,90.4938792,"21/8, New Chashara Road,Jamtala,Narayanganj",1985,0,0,1,1
"paradise hi-design ltd",2576,"55000","Jakcets, Ladies blouses, Pants",197,"0","Shahbag",23.7356881,90.4038227,"123, New Kakrail Road,Mouban Super Market (3rd Floor),Shantinagar,Dhaka",1998,0,0,0,1
"paramount knitting ltd",3113,NA,NA,185.238576627578,"1","Gazipur Sadar",23.9504063,90.380132,"Salahuddin Plaza,Sharifpur, National University,Gazipur",2000,1,0,0,1
"parents garments ltd",1065,"80000","Jackets, Pants, Polo shirts",118,"0","Gazipur Sadar",23.9999322,90.4202176,"Mamun Nagar,Gazipur Sadar,Gazipur",1992,0,0,0,1
"paris garments pvt ltd",12,"50000","Jacket, Jogging uits",200,"0","Tejgaon",23.7516264,90.394261,"1, DIT Market Bldg. (2nd floor),Kawran Bazar,Dhaka",1985,0,0,1,1
"paris knitting pvt ltd",748,"35000","1899",120,"0","Tejgaon",23.7516264,90.394261,"1, D.I.T, Market Bldg. (3rd floor),Kawran Bazar,Dhaka",1990,0,0,1,1
"parity fashions ltd",2528,"375000",NA,185,"1","Narayanganj Sadar",23.6471445,90.5133783,"Chowdhury Bari,Narayanganj",1997,0,0,0,1
"parsa knitting industries ltd",1933,"60000",NA,290,"1","Chandanaish",22.2438942,92.0126276,"West Alahabad,Kanchan Nagar,Chandaish,Chittagong",1994,0,0,0,1
"parsa tex ltd",1838,"60000",NA,250,"1","Cantonment",23.7535372,90.3680154,"H-79, Block-D,Int'l Airport Road,Banani,Dhaka",1994,0,0,0,1
"pashmina sweater ltd",1727,"68000",NA,400,"1","Savar",23.8822709,90.3055992,"Kumkumari,Ashulia,Savar,Dhaka",1993,0,0,0,1
"pastel apparels ltd",1621,"36000",NA,106,"0","Rampura",23.759108,90.421705,"385/1, East Rampura,Rampura,Dhaka",1993,0,0,0,1
"patrician knit wears ltd",1892,"55000",NA,140,"0","Rampura",23.7628013,90.4202955,"95/B, DIT ROAD,Rampura,Dhaka",1994,0,0,0,1
"patrick fashions ltd",1970,"120000",NA,300,"0","Paltan",23.7299979,90.4108866,"62/1, Purana Paltan (2nd Floor),Paltan,Dhaka",1994,0,0,0,1
"patriot garments ltd",1343,"26000",NA,82,"0","Khilkhet",23.8290486,90.4209479,"Bhai Bhai Plaza (6th to 8th Floor),B-29, Khilkhet Bazar,Airport Raod,Dhaka",1992,0,0,0,1
"paxko ltd ",2969,"600000",NA,328,"0","Savar",23.9280474,90.3148533,"Narshingapur,Nischintapur,Savar,Dhaka",1999,0,0,0,1
"payra fashions wear ltd",2518,"40000",NA,160,"0","Badda",23.7798106,90.4237121,"Ja-89, MIddle Badda,Badda,Dhaka",1997,0,0,0,1
"peak fashions ltd",1562,"40000",NA,115,"0","Darus Salam",23.7881246,90.3478747,"12E/B, 1st Colony,Lalkuly Mazar Road,Mirpur,Dhaka",1994,0,0,0,1
"pearl garments company ltd",141,"40000",NA,221,"0","Savar",23.9321697,90.2668958,"Palashbari,Nabi Nagar, Ashulia,Savar,Dhaka",1985,0,0,1,1
"peerless international ltd",2918,"25000",NA,129,"0","Mirpur",23.7967081,90.3543527,"4, Darus Salam Road,Misco Super MArket, Section # 1,Mirpur,Dhaka",1999,0,0,0,1
"peninsula garments ltd ",595,"110000",NA,716,"0","Patenga",22.2929379,91.7766205,"Plot # 46-48,CEPZ,Chittagong",1986,0,0,1,1
"pentagon apparels ltd",2043,"25000",NA,132,"0","Bakalia",22.332981,91.8482941,"1643, Manik Market (3rd Floor),Amir Ali Chy Road,Asadgonj,Chittagong",1994,0,0,0,1
"peoples apparels ltd",1110,"92000",NA,149,"0","Double Mooring",22.3389563,91.8105141,"1363/A, Askarabad,Double Mooring,Chittagong",1992,0,0,0,1
"peoples fashions ltd ",2473,"15000",NA,50,"0","Pallabi",23.8203155,90.3608437,"Plot # 28, Milk Vita Road,Section # 7,Mirpur,Dhaka",1997,0,0,0,1
"phantom apparels ltd",1896,"102000",NA,137,"0","Savar",23.7932126,90.2713349,"Rana Plaza (4th Floor),B-36, Mozidpur Bus Stand,Savar,Dhaka",1994,0,0,0,1
"pierre leon ltd",2264,"60000",NA,81,"0.5","Tejgaon Ind. Area",23.7698656,90.4028725,"240, Tejgaon I/A (3rd Floor),Tejgaon,Dhaka",1995,0,0,0,1
"pinaki garments ltd",262,"130000",NA,200,"0","Gazipur Sadar",23.9133268,90.4223881,"Plot # 9, Block - C, Tongi I/A,Himardighi,Tongi,Gazipur",1984,0,0,1,1
"pinery textile ltd",2396,"120000",NA,180,"1","Chandgaon",22.3680024,91.8451774,"1170/B, Easr Halishahar,Shah Amanat Setu Road,Bahaddarhat,Chittagong",1996,0,0,0,1
"pinnacle jeans ltd",2563,"x",NA,150,"0","Gulshan",23.78878,90.400134,"House # 83,Chairmanbari,Banani,Dhaka",1997,0,0,0,1
"pinnacle sweaters ltd",2960,"x",NA,210,"1","Rampura",23.7527236,90.4150884,"2, Malibagh Chowdhury Para,DIT Road,Rampura,Dhaka",1999,0,0,0,1
"pioneer apparels ltd",2620,"60000",NA,240,"0","Pallabi",23.8253064,90.3724815,"Ramjanunessa Super Market,142, Senanibas Road, Section # 12,Mirpur,Dhaka",1998,0,0,0,1
"pioneer casual wear ltd",1885,"96000",NA,227,"0","Savar",23.9003712,90.3272255,"Zamgara, Yearpur Union,Ashulia,Savar,Dhaka",1994,0,0,0,1
"pioneer dresses ltd",1413,"80000",NA,155,"0.5","Panchlaish",22.3669895,91.8224423,"7/A, Sholashahar Light I/A,Baizid Bostami Road,Chittagong",1993,0,0,0,1
"pns sweaters industries ltd",2728,"40000",NA,200,"1","Biman Bandar",23.851506,90.4150175,"367, Ashakona Bazar,Hazi Camp,Uttara,Dhaka",1998,0,0,0,1
"polar sweaters ltd",1966,"60000",NA,831,"1","Mirpur",23.7913719,90.375125,"242/2, Shewrapara,Mirpur,Dhaka",1994,0,0,0,1
"pomp and veil ltd",375,"90000",NA,149,"0","Double Mooring",22.3478952,91.7973436,"754, Monsurabad, D.T. Road,D. T. Road,Chittagong",1985,0,0,1,1
"portland textile ltd ",2638,"248000",NA,150,"1","Patenga",22.2929379,91.7766205,"Plot # 14 & 15, South Halishahar,CEPZ,Chittagong",1994,0,0,0,1
"posh garments ltd",313,"50000",NA,235,"0","Tejgaon Ind. Area",23.7712447,90.4018089,"348/A, Tejgaon I/A,Tejgaon,Dhaka",1985,0,0,1,1
"posh sweater ltd ",2239,"36000",NA,190,"1","Mohammadpur",23.767541,90.358593,"29/3 & 29/4, Uttar Adabor Bazar Road,Adabor,Shamoli,Dhaka",1995,0,0,0,1
"poshak ltd ",789,"36000",NA,92,"0","Tejgaon Ind. Area",23.7711875,90.4016005,"464, Begunbari (1st floor),Tejgaon I/A,Tejgaon,Dhaka",1991,0,0,1,1
"power vantage wear ltd",3115,"48000",NA,222,"0","Kafrul",23.7962983,90.3874858,"Kafrul Tower,234/8, Kachukhet Road,Cantonment,Dhaka",2000,0,0,0,1
"pramila apparels ltd",1509,"18000",NA,55,"0.5","Double Mooring",22.3185356,91.8080678,"Pramila House,960, Biswamber Nag Lane,Gosaildanga,Chittagong",1993,0,0,0,1
"prashadani apparels ltd",1034,"92000",NA,126,"1","Double Mooring",22.3244537,91.8117232,"93, Agrabad C/A,Chittagong",1992,0,0,0,1
"precision knitting system ltd",2367,"30000",NA,120,"1","Khulshi",22.3666825,91.8223753,"35/C, Nasirabad I/A,Baizid Bostami Road,Chittagong",1993,0,0,0,1
"premier knitting and trading ltd",2632,"60000",NA,392,"1","Chittagong Port",22.3166789,91.7922558,"347, North Middle Halishahar,Port Colony,Chittagong",1997,0,0,0,1
"pretty apparels ltd",3058,"60000",NA,220,"0","Double Mooring",22.3325849,91.81124,"1670/2091, West Halishahar,Aturar Deport,Chittagong",2000,0,0,0,1
"pretty dressers ltd",2680,"35000",NA,87,"0","Pahartali",22.356851,91.7831819,"10, HSS Road,Chittagong",1998,0,0,0,1
"prima garments pvt ltd",348,"210000",NA,87,"0","Kotwali",22.3481286,91.8384245,"321, Dider Market,Dewan Bazar,Chittagong",1984,0,0,1,1
"prime garments ltd",144,"42000",NA,120,"0","Narayanganj Sadar",23.6191169,90.5030441,"33/1, Issa Khan Road,Narayanganj",1984,0,0,1,1
"prince fashions wear ltd",562,"240000",NA,250,"0","Mohammadpur",23.7668755,90.3635131,"3/17, Humayun Road,Mohammadpur,Dhaka",1985,0,0,1,1
"prince garments pvt ltd",261,"60000",NA,275,"0","Kotwali",23.7062469,90.4116384,"15, Bangla Bazar,Old Dhaka,Dhaka",1984,0,0,1,1
"prince knitwear ltd",1106,"60000",NA,250,"0.5","Mohammadpur",23.7668755,90.3635131,"3/17, Humayan Road,Mohammadpur,Dhaka",1992,0,0,0,1
"pritam fashions wear pvt ltd",2485,"62400",NA,180,"0","Narayanganj Sadar",23.6613147,90.5021589,"168, BJC Godnail,Narayanganj",1997,0,0,0,1
"pritha apparels ltd",737,"90000",NA,250,"0","Mohammadpur",23.7545898,90.3706241,"Plot # 56/1, Block - C,Section # 13,Mirpur,Dhaka",1989,0,0,1,1
"priyam garments ltd",1077,"114000",NA,191,"0.5","Double Mooring",22.3478952,91.7973436,"755, Mansurabad,D.T. Road,Chittagong",1992,0,0,0,1
"probal garments ltd",705,"40000",NA,128,"0","Rampura",23.7574366,90.41678,"Aziz Court, 68/4 East Hazipara,D.I.T Road,Rampura,Dhaka",1988,0,0,1,1
"prominent apparels",2348,"120000",NA,185,"0","Rampura",23.759108,90.421705,"1, East Rampura,Rampura,Dhaka",1996,0,0,0,1
"prominent garments ltd",1363,"50000",NA,195,"0.5","Khilgaon",23.750714,90.4163498,"Mirzapur Bhaban (1st & 2nd Floor),69/B-1 Malibagh Chowdhury Para,Malibagh,Dhaka",1993,0,0,0,1
"promtex garments ltd",996,"172000",NA,150,"0","Kotwali",22.3588579,91.8219104,"Central Plaza (2nd Floor),O.R, Nezam Road,Chittagong",1992,0,0,0,1
"proshiu bastra ltd ",2304,"24000",NA,120,"0","Mohammadpur",23.7533817,90.3686317,"Plot # 2, Block - D,Section # 2,Mirpur,Dhaka",1996,0,0,0,1
"pro-sports ltd",2935,"x",NA,306,"0","Tejgaon Ind. Area",23.7712447,90.4018092,"313 Tejgaon I/A,Tejgaon,Dhaka",1999,0,0,0,1
"prostar apparels ltd",924,"1050000",NA,770,"0.5","Pallabi",23.8090394,90.3575582,"Plot # 74, Block - K,Rupnagar I/A, Section # 2,Mirpur,Dhaka",1991,0,0,1,1
"pubali fashions and knitwears ltd",886,"36000",NA,97,"0.5","Mirpur",23.8041347,90.3528138,"Anik Plaza(5th Floor), House # 155,Road # 1, Block-A, Section # 12, Pallabi,Mirpur,Dhaka",1991,0,0,1,1
"purnima apparels ltd",1346,"x",NA,185.238576627578,"0","Mirpur",23.7889145,90.3518903,"2/8, Tolarbagh,Section # 1,Mirpur,Dhaka",1992,1,0,0,1
"purple apparels ltd",2018,"350000",NA,80,"1","Narayanganj Sadar",23.6241745,90.482216,"Plot # B-16,BSCIC I/A,Kanchpur,Narayanganj",1995,0,0,0,1
"pusan bangladesh ltd",72,"90000",NA,150,"0","Gazipur Sadar",23.9504063,90.380132,"Plot # 98 (1st Floor), Chaydana,National University,Choydana,Gazipur",1985,0,0,1,1
"qayium garments",2520,"48000",NA,195,"0","Khilgaon",23.74759,90.437167,"322, East Goran,Khilgaon,Dhaka",1997,0,0,0,1
"quality apparels",1096,"45400",NA,189,"0","Mohammadpur",23.7537767,90.3606218,"63/C-2 Katasur,Mohammadpur,Dhaka",1993,0,0,0,1
"quality fashions ltd",2735,"38000",NA,76,"0","Tejgaon Ind. Area",23.7757552,90.3980955,"59, Shahid Tajuddin Ahmed Sarani,Mohakhali,Dhaka",1998,0,0,0,1
"quality fashions wear ltd",1037,"150000",NA,160,"1","Bayejid Bostami",22.3925685,91.8122171,"Plot # A/2, Block - A,BSCIC I/A, Baizid Bostami Road,Chittagong",1991,0,0,1,1
"quality sweaters ltd",2912,"36000",NA,360,"1","Gazipur Sadar",24.0266195,90.3850872,"Adjacent ABC Complex,South Salna,Salna Bazar,Gazipur",1999,0,0,0,1
"queens apparel ltd",1388,"12500",NA,750,"1","Sonargaon",23.7133326,90.5175125,"Tatki,Rupgonj,Narayanganj",1993,0,0,0,1
"rb apparels ltd",3024,"36000",NA,130,"0","Chandgaon",22.3951524,91.8824544,"S-46(Ext.), BSCIC I/A,Kalurghat,Chittagong",1999,0,0,0,1
"rbr fashions ",1693,"45000",NA,210,"0","Pallabi",23.8253064,90.3724815,"Plot # 24 (East), Block # A,Road # 8, Section # 12,Mirpur,Dhaka",1993,0,0,0,1
"rm fashions ltd",1372,"30000",NA,214,"0","Rampura",23.756447,90.4173414,"1, West Hajipara (4th-5th Fl),DIT Road,Rampura,Dhaka",1993,0,0,0,1
"rr fashions ltd",1088,"144000",NA,1067,"1","Gazipur Sadar",23.9983527,90.2738901,"South Panishail,Kashimpur,Gazipur Sadar,Gazipur",1992,0,0,0,1
"rabbani garments ltd",1953,"20000",NA,140,"0","Paltan",23.7392102,90.4153,"House # 35/7/C,Shantinagar,Dhaka",1994,0,0,0,1
"radial international ltd",2373,"1095000",NA,325,"1","Gazipur Sadar",23.9937669,90.2551098,"Ziranibazar,Kashimpur,Gazipur",1996,0,0,0,1
"radiance apparel ltd",2718,"45625",NA,190,"0","Mirpur",23.7837512,90.3526664,"2/A, Darus Salam Road,Section # 1,Mirpur,Dhaka",1998,0,0,0,1
"radiance fashions ltd",3120,"24000",NA,244,"0","Gazipur Sadar",23.9937669,90.2551098,"Ziranibazar,Kashimpur,Gazipur",2000,0,0,0,1
"radiant apparel",900,"45000",NA,97,"0","Dhanmondi",23.7497516,90.3663979,"24/A Sonatogon,Rayer Bazar,Dhanmondi,Dhaka",1991,0,0,1,1
"radiant fashions ",1588,"45000",NA,75,"1","Gazipur Sadar",24.0087344,90.324357,"142-143, BSCIC Inds. Estate,Konabari,Gazipur",1993,0,0,0,1
"radiant sweater industries ltd",3098,"150000",NA,310,"1","Gazipur Sadar",23.9504063,90.380132,"Kamarjuri,National University,Board Bazar,Gazipur",2000,0,0,0,1
"radix ltd ",2242,"48000",NA,85,"0","Turag",23.895257,90.3788259,"C.S. & S.S. # 76, Vatulia,Nayanichala, Nishatnagar, Turag,Tongi,Gazipur",1995,0,0,0,1
"rafhkat garments ltd",151,"150000",NA,288,"0.5","Kalabagan",23.7484087,90.3865526,"151/1, Green Road,Green Road,Dhaka",1984,0,0,1,1
"rafty apparels ltd",1638,"96000",NA,550,"1","New Market",23.7357879,90.3845717,"Doza Mansion (4th -11th Floor),Opposite Dhaka College, 23 Mirpur Rd.,Dhanmondi,Dhaka",1992,0,0,0,1
"rahan garments pvt ltd",2198,"120000",NA,380,"0.5","Singair",23.8244471,90.2339253,"Fatema Complex, Ford Nagar,Singair,Manikganj",1995,0,0,0,1
"rahil knitters ltd",1090,"60000",NA,381,"1","Gazipur Sadar",23.9010413,90.4088223,"36, Miras Para,Arispur,Tongi,Gazipur",1992,0,0,0,1
"rahima garments ltd",1199,"40000",NA,175,"0","Panchlaish",22.3616795,91.8270714,"Baby Super Merket,1/C, Baizid Bostami Road,Nasirabad,Chittagong",1992,0,0,0,1
"rahimaaziz knitspin ltd ",2508,"60000",NA,550,"1","Narayanganj Sadar",23.6178327,90.5012199,"60, B.B. Road,Enayet Nagor,Futullah,Narayanganj",1997,0,0,0,1
"rahman garments ltd",1299,"60000",NA,175,"0.5","Panchlaish",22.3678515,91.8264985,"7/D, Sholo Shahar,Nasirabad I/A,Chittagong",1992,0,0,0,1
"raiment ltd ",968,"60000",NA,125,"0","Kafrul",23.7936015,90.3882158,"CB-4/A Kachukhet Bazar,Siraj Market (3rd Floor),Cantonment,Dhaka",1992,0,0,0,1
"ralex industries ltd",2862,"70000",NA,86,"0","Pahartali",22.3559113,91.776279,"Plot # A/8-9, Block # B,BSCIC I/A, Sagarica Road,Chittagong",1998,0,0,0,1
"rana apparels ltd",989,"18000",NA,250,"0","Kotwali",22.3318364,91.832586,"Hazra Complex (2nd Floor),52, Sadarghat Road,Chittagong",1991,0,0,1,1
"rangs fashions wear ltd",1118,"40000",NA,200,"0","Bangshal",23.7176967,90.4108152,"262-263, Bangshal Road,Old Dhaka,Dhaka",1992,0,0,0,1
"ranl designer ltd ",2414,"40000",NA,150,"0.5","Pahartali",22.3559113,91.776279,"CDA Plot # C-49, Sagarika Road,Fouzdarhat,Chittagong",1996,0,0,0,1
"rao fashions wear ltd",2537,"24000",NA,90,"0","Double Mooring",22.3277078,91.8238379,"226/A, Majhirghat Road,Chittagong",1997,0,0,0,1
"raquef apparels washing and packinds ltd",2943,"x",NA,42,"0","Savar",23.8127893,90.2573029,"Tetuljhora,Rajfulbaria,Savar,Dhaka",1999,0,0,0,1
"raquef fashions ltd",1891,"50000",NA,100,"0","Savar",23.8127893,90.2573029,"Tetuljhora, Rajfulbaria,Savar,Dhaka",1994,0,0,0,1
"ras garments ltd",976,"50000",NA,150,"0","Khulshi",22.3662719,91.8019761,"Plot No. RS-103,West Khulshi,Pahartali,Chittagong",1992,0,0,0,1
"rasar garments ltd",564,"30000",NA,150,"0","Panchlaish",22.3799494,91.8197273,"Aturar Dept,P.O-Amin Jute Mills,Chittagong",1984,0,0,1,1
"rashad industries pvt ltd",2688,"48000",NA,140,"0","Kotwali",22.3373937,91.8362006,"Mahal Complex (8th Floor),291, Loyal Road, Lal Dighe,Chittagong",1998,0,0,0,1
"rasheda apparels ltd ",2340,"30000",NA,84,"0","Double Mooring",22.3407616,91.8075783,"""M.N. Plaza"", Eidgah, Dhaka Trunk Road,P.O-Bandar,P.S-Doublemooring,Chittagong",1995,0,0,0,1
"ratul garments",2060,"48000",NA,200,"0","Khilgaon",23.74759,90.437167,"318/41 East Goran,Khilgaon,Dhaka",1995,0,0,0,1
"raushan garments ltd",173,"95000",NA,218,"0","Shahbag",23.7358533,90.4037039,"Bhuiyan Manson,74, Kakrail (6th floor),Kakrail,Dhaka",1985,0,0,1,1
